file	has_script_setup	has_template	has_scoped_style	directives	uses_pinia	uses_axios	has_props_emit	assessment
src/vue/components/admin/StatsCards.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/admin/StockMovements.vue	true	true	true	v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/StockMovementsList.vue	true	true	false	v-for,v-bind(:shorthand),v-on(@shorthand)	false	true	false	COMPLIANT
src/vue/components/admin/UnifiedIntakeForm.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/UserForm.vue	true	true	true	v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/UserList.vue	true	true	false	v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/layout/AdminLayout.vue	true	true	true	v-if,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/layout/AdminSidebar.vue	true	true	true	v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/layout/AdminTopbar.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	true	false	false	COMPLIANT
src/vue/components/admin/repair/RepairComponentsManager.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/admin/repair/RepairCostSummary.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/admin/repair/RepairStatusChanger.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/admin/wizard/WizardClientIntake.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/wizard/WizardInventoryItem.vue	true	true	false	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/wizard/WizardManualUpload.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/wizard/WizardMaterialsUsage.vue	true	true	false	v-if,v-for,v-model,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/wizard/WizardPurchaseRequest.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/wizard/WizardShell.vue	true	true	true	v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/admin/wizard/WizardSignatureRequest.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/admin/wizard/WizardTicket.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/ai/AIAnalysisResult.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/ai/FaultDetector.vue	true	true	true	v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/ai/FaultMarker.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/ai/ImageUploader.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/ai/QuoteGenerator.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	true	false	COMPLIANT
src/vue/components/articles/ArticleCustomContent.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/ArticleFaq.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/ArticleFeatures.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/articles/ArticleInfoBlock.vue	true	true	true	v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/ArticleParagraph.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/ArticlePortfolio.vue	true	true	true	v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/ArticleProjectGrid.vue	true	true	false	v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/ArticleQuotes.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/ArticleTeamMembers.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/articles/ArticleTestimonials.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/ArticleTimeline.vue	true	true	false	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/DiagnosticWizard.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/items/ItemFaqQuestion.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/articles/items/ItemFeature.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/items/ItemProjectGrid.vue	true	true	false	v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/items/ItemQuote.vue	true	true	true	v-if,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/items/ItemTeamMember.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/items/ItemTestimonial.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/articles/items/ItemTimelineEntry.vue	true	true	true	v-if,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/auth/AccountDelete.vue	true	true	true	v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/auth/LoginForm.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	true	false	false	COMPLIANT
src/vue/components/auth/PasswordReset.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/auth/RegisterForm.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	true	false	false	COMPLIANT
src/vue/components/dashboard/DashboardPanel.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/dashboard/QuickStats.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/dashboard/RepairCard.vue	true	true	true	v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/dashboard/RepairTimeline.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/dashboard/RepairsList.vue	true	true	true	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/dashboard/StatusBadge.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/dashboard/UserProfile.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/footer/Footer.vue	true	true	false		false	false	false	PARTIAL
src/vue/components/footer/FooterBlock.vue	true	true	true	v-if,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/footer/FooterColumn.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/footer/FooterCopyright.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/forms/contact/ContactForm.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	true	false	COMPLIANT
src/vue/components/forms/contact/ContactFormFields.vue	true	true	true	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/forms/contact/ContactFormSuccess.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/generic/ImageView.vue	true	true	true	v-if,v-show,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/generic/Link.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/layout/BackgroundPromo.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/layout/PageHeader.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	true	false	false	COMPLIANT
src/vue/components/layout/PageSection.vue	true	true	false	v-if,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/layout/PageSectionContent.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/layout/PageSectionFooter.vue	true	true	true	v-if,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/layout/PageSectionHeader.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/layout/PageWrapper.vue	true	true	true	v-for,v-bind(:shorthand)	false	false	false	LEGACY WRAPPER
src/vue/components/loaders/ActivitySpinner.vue	true	true	true	v-if	false	false	false	COMPLIANT
src/vue/components/loaders/Loader.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/modals/AppointmentModal.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/nav/Navigation.vue	true	true	true	v-if,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/nav/navbar/Navbar.vue	true	true	true	v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/nav/navbar/NavbarBrand.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/nav/navbar/NavbarLinks.vue	true	true	true	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/nav/navbar/NavbarToggleButton.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/nav/navbar-wrappers/InPageNavbar.vue	true	true	true	v-bind(:shorthand)	true	false	false	LEGACY WRAPPER
src/vue/components/nav/navbar-wrappers/RouteNavbar.vue	true	true	true	v-bind(:shorthand)	true	false	false	LEGACY WRAPPER
src/vue/components/projects/ProjectInfo.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/projects/ProjectInfoContent.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/projects/ProjectInfoFeaturedContent.vue	true	true	true	v-if,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/projects/ProjectModal.vue	true	true	true	v-if,v-bind(:shorthand)	false	false	true	COMPLIANT
src/vue/components/quotation/DisclaimerModal.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/quotation/InstrumentSelector.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/quotation/QuotationResult.vue	true	true	true	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/system/ToastNotification.vue	true	true	true	v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/widgets/Alert.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/widgets/Breadcrumbs.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/widgets/CircleIcon.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/widgets/Divider.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/widgets/FilterTabs.vue	true	true	true	v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	true	COMPLIANT
src/vue/components/widgets/FloatingQuoteButton.vue	true	true	true	v-if,v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/components/widgets/InlineLinkList.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/widgets/ProgressBar.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/widgets/QuotedText.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/widgets/SocialLinks.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/widgets/Spinner.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/components/widgets/TurnstileWidget.vue	true	true	true		false	false	false	PARTIAL
src/vue/components/widgets/XLButton.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/Master.vue	true	true	false	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/CalculatorsPage.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/CotizadorIAPage.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/DashboardPage.vue	true	true	true	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	true	false	false	COMPLIANT
src/vue/content/pages/HomePage.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/LicensePage.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/LoginPage.vue	true	true	true		false	false	false	PARTIAL
src/vue/content/pages/NotFoundPage.vue	true	true	true		false	false	false	PARTIAL
src/vue/content/pages/PasswordResetPage.vue	true	true	true		false	false	false	PARTIAL
src/vue/content/pages/PhotoUploadPage.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/PolicyPage.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/PrivacyPage.vue	true	true	true		false	false	false	PARTIAL
src/vue/content/pages/ProfilePage.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/RegisterPage.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	true	false	false	COMPLIANT
src/vue/content/pages/RepairDetailPage.vue	true	true	true	v-if,v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/RepairsPage.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/SchedulePage.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	true	false	false	COMPLIANT
src/vue/content/pages/SignaturePage.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/TermsPage.vue	true	true	true	v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/AdminDashboard.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/AppointmentsPage.vue	true	true	true	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/ArchivePage.vue	true	true	false	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/CategoriesPage.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/ClientsPage.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/ContactMessagesPage.vue	true	true	true	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	true	false	COMPLIANT
src/vue/content/pages/admin/InventoryPage.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	true	false	false	COMPLIANT
src/vue/content/pages/admin/ManualsPage.vue	true	true	false	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/NewsletterSubscriptionsPage.vue	true	true	true	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	true	false	COMPLIANT
src/vue/content/pages/admin/PurchaseRequestsPage.vue	true	true	false	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/RepairDetailAdminPage.vue	true	true	true	v-if,v-for,v-model,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/RepairsAdminPage.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/StatsPage.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/TicketsPage.vue	true	true	false	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/pages/admin/WizardsPage.vue	true	true	true	v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/AboutSection.vue	true	true	true	v-if,v-for,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/CalculatorsSection.vue	true	true	true	v-for,v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/ContactSection.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/FaqSection.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/FeaturedProjectSection.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/HeroSection.vue	true	true	true	v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/HistorySection.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/LicenseSection.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/NewsletterSection.vue	true	true	true	v-if,v-model,v-bind(:shorthand),v-on(@shorthand)	false	true	false	COMPLIANT
src/vue/content/sections/PolicySection.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/PortfolioSection.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/ReviewsSection.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/ServicesSection.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/content/sections/TeamSection.vue	true	true	true	v-bind(:shorthand)	false	false	false	COMPLIANT
src/vue/sections/DiagnosticSection.vue	true	true	true		false	false	false	PARTIAL
src/vue/stack/App.vue	true	true	true		false	false	false	PARTIAL
src/vue/stack/ContentLayer.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/stack/FeedbacksLayer.vue	true	true	true	v-if,v-bind(:shorthand),v-on(@shorthand)	false	false	false	COMPLIANT
src/vue/stack/StateProviderLayer.vue	true	true	true		false	false	false	PARTIAL
